#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000423276	chr21	+	43159532	43161468	43161468	43161468	2	43159532,43161306,	43159831,43161468,	AP001615.9
ENST00000352483	chr21	-	43159544	43187266	43160997	43187201	9	43159544,43164041,43165918,43166229,43166772,43169313,43171256,43176684,43187019,	43162157,43164300,43166064,43166331,43166931,43169363,43171405,43176976,43187266,	RIPK4
ENST00000542057	chr21	-	43160762	43186118	43160997	43176969	8	43160762,43164041,43165918,43166772,43169313,43171256,43176684,43186077,	43162157,43164300,43166022,43166931,43169363,43171405,43176976,43186118,	RIPK4
ENST00000544709	chr21	-	43160762	43186352	43160997	43176969	8	43160762,43164041,43165918,43166772,43169313,43171256,43176684,43186159,	43162157,43164300,43166022,43166931,43169363,43171405,43176976,43186352,	RIPK4
ENST00000486812	chr21	-	43218384	43235318	43235318	43235318	6	43218384,43218742,43220343,43222871,43224693,43230509,	43218656,43218903,43221882,43223081,43224774,43235318,	PRDM15
ENST00000470586	chr21	-	43218384	43230822	43230822	43230822	7	43218384,43218742,43220343,43221153,43222871,43224693,43230509,	43218656,43218903,43220860,43221882,43223081,43224774,43230822,	PRDM15
ENST00000465955	chr21	-	43221787	43223278	43223278	43223278	2	43221787,43222871,	43221882,43223278,	PRDM15
ENST00000477633	chr21	-	43221816	43224883	43224883	43224883	3	43221816,43222871,43224693,	43221882,43223081,43224883,	PRDM15
ENST00000495217	chr21	-	43223053	43240139	43240139	43240139	6	43223053,43224693,43230509,43231108,43236060,43239937,	43223081,43224774,43230685,43231192,43236192,43240139,	PRDM15
ENST00000458654	chr21	+	43290741	43292163	43292163	43292163	2	43290741,43291843,	43291008,43292163,	AP001619.3
ENST00000432411	chr21	-	43294864	43297722	43297722	43297722	3	43294864,43297380,43297642,	43295143,43297468,43297722,	AP001619.2
ENST00000515969	chr21	+	43302313	43302409	43302409	43302409	1	43302313,	43302409,	SNORA3
ENST00000380486	chr21	-	43305220	43373999	43309232	43373757	14	43305220,43319161,43321730,43325832,43327100,43327768,43329567,43332440,43334706,43338213,43338964,43342080,43362255,43373478,	43309453,43319471,43321858,43325946,43327275,43327893,43329632,43332549,43334830,43338336,43339069,43342194,43362354,43373999,	C2CD2
ENST00000329623	chr21	-	43305220	43346799	43309232	43342107	13	43305220,43319161,43321730,43325832,43327100,43327768,43329567,43332440,43334706,43338213,43338964,43342080,43346680,	43309453,43319471,43321858,43325946,43327275,43327893,43329632,43332549,43334830,43338336,43339069,43342194,43346799,	C2CD2
ENST00000449165	chr21	-	43305220	43321761	43309232	43321761	3	43305220,43319161,43321730,	43309453,43319456,43321761,	C2CD2
ENST00000482084	chr21	-	43306781	43339142	43339142	43339142	11	43306781,43319161,43321730,43325832,43327100,43327768,43329567,43332440,43334706,43338213,43338964,	43309453,43319471,43321858,43325946,43327275,43327893,43329632,43332549,43334830,43338336,43339142,	C2CD2
ENST00000482186	chr21	-	43306781	43328911	43328911	43328911	6	43306781,43319161,43321730,43325832,43327100,43327768,	43309453,43319471,43321858,43325946,43327275,43328911,	C2CD2
ENST00000467074	chr21	-	43321061	43346781	43346781	43346781	11	43321061,43325832,43327100,43327768,43329567,43332440,43334706,43338213,43338964,43342080,43346680,	43321858,43325946,43327275,43327893,43329632,43332549,43334830,43338336,43339069,43342194,43346781,	C2CD2
ENST00000490479	chr21	-	43332268	43362269	43362269	43362269	6	43332268,43334706,43338213,43338964,43342080,43362255,	43332549,43334830,43338336,43339069,43342194,43362269,	C2CD2
ENST00000478372	chr21	-	43373054	43373628	43373628	43373628	2	43373054,43373478,	43373260,43373628,	C2CD2
ENST00000310826	chr21	-	43406939	43430466	43411003	43414204	3	43406939,43423005,43430360,	43414217,43423070,43430466,	ZBTB21
ENST00000398505	chr21	-	43406939	43430466	43411003	43414204	4	43406939,43412601,43423005,43430360,	43411998,43414217,43423070,43430466,	ZBTB21
ENST00000398511	chr21	-	43408745	43430496	43411003	43414204	2	43408745,43430360,	43414217,43430496,	ZBTB21
ENST00000398499	chr21	-	43408745	43430475	43411003	43414204	4	43408745,43422458,43423005,43430360,	43414217,43422612,43423070,43430475,	ZBTB21
ENST00000465968	chr21	-	43411514	43430442	43430442	43430442	3	43411514,43423005,43430360,	43411998,43423070,43430442,	ZBTB21
ENST00000425521	chr21	-	43413848	43428166	43413848	43414204	2	43413848,43427928,	43414217,43428166,	ZBTB21
ENST00000398497	chr21	-	43414056	43430475	43414056	43414204	4	43414056,43422458,43423005,43430360,	43414217,43422672,43423070,43430475,	ZBTB21
ENST00000449949	chr21	-	43414056	43430466	43414056	43414204	4	43414056,43423005,43429575,43430360,	43414217,43423070,43429706,43430466,	ZBTB21
ENST00000412906	chr21	+	43429302	43444975	43444975	43444975	2	43429302,43444414,	43429693,43444975,	ZNF295-AS1
ENST00000455701	chr21	+	43442131	43444975	43444975	43444975	2	43442131,43444414,	43442320,43444975,	ZNF295-AS1
ENST00000596595	chr21	+	43442191	43445060	43445060	43445060	1	43442191,	43445060,	ZNF295-AS1
ENST00000429739	chr21	+	43442375	43445033	43445033	43445033	2	43442375,43444414,	43442539,43445033,	ZNF295-AS1
ENST00000329015	chr21	-	43522243	43528644	43523743	43528492	2	43522243,43528405,	43524145,43528644,	C21orf128
ENST00000475047	chr21	+	43531506	43536044	43536044	43536044	4	43531506,43533043,43533682,43535982,	43531820,43533228,43533940,43536044,	UMODL1
ENST00000400423	chr21	+	43540628	43563105	43563105	43563105	9	43540628,43541196,43542940,43546454,43547115,43547781,43549822,43557548,43562205,	43541061,43541334,43543260,43546600,43547352,43547941,43549907,43557751,43563105,	UMODL1
ENST00000484174	chr21	+	43540628	43546506	43546506	43546506	3	43540628,43541196,43546454,	43541061,43541334,43546506,	UMODL1
ENST00000484712	chr21	+	43547787	43557741	43557741	43557741	4	43547787,43548113,43549822,43557548,	43547941,43548255,43549907,43557741,	UMODL1
ENST00000411330	chr21	+	43641282	43641396	43641396	43641396	1	43641282,	43641396,	RNA5SP492
ENST00000398437	chr21	+	43676193	43717354	43676341	43716502	16	43676193,43679424,43680098,43691179,43693412,43697004,43702383,43704669,43705989,43707998,43708320,43710159,43711201,43711607,43714651,43716273,	43676726,43679612,43680249,43691297,43693545,43697055,43702529,43704793,43706104,43708183,43708422,43710328,43711302,43711766,43714770,43717354,	ABCG1
ENST00000340588	chr21	+	43676458	43717352	43676458	43716502	16	43676458,43679424,43680098,43691179,43693412,43697004,43702383,43704669,43705989,43707998,43708320,43710159,43711201,43711607,43714651,43716273,	43676726,43679615,43680249,43691297,43693545,43697055,43702529,43704793,43706104,43708183,43708422,43710328,43711302,43711766,43714770,43717352,	ABCG1
ENST00000472587	chr21	+	43696453	43717354	43717354	43717354	11	43696453,43702383,43704669,43705989,43707998,43708320,43710159,43711201,43711607,43714651,43716273,	43697055,43702529,43704793,43706104,43708183,43708422,43710328,43711302,43711766,43714770,43717354,	ABCG1
ENST00000467818	chr21	+	43696795	43706251	43706251	43706251	4	43696795,43702383,43704669,43705989,	43697055,43702529,43704793,43706251,	ABCG1
ENST00000496783	chr21	+	43706043	43715462	43715462	43715462	6	43706043,43707998,43710159,43711201,43711607,43714651,	43706104,43708422,43710328,43711302,43711766,43715462,	ABCG1
ENST00000401378	chr21	-	43720383	43720455	43720455	43720455	1	43720383,	43720455,	AP001623.1
ENST00000291525	chr21	-	43731776	43735706	43732365	43735634	3	43731776,43733594,43735402,	43732379,43733741,43735706,	TFF3
ENST00000518498	chr21	-	43731776	43735761	43732365	43735526	3	43731776,43733594,43735402,	43732379,43733741,43735761,	TFF3
ENST00000398431	chr21	-	43732162	43735446	43732238	43735446	3	43732162,43733594,43735402,	43732379,43733785,43735446,	TFF3
ENST00000489676	chr21	-	43732162	43733796	43733796	43733796	2	43732162,43733594,	43732379,43733796,	TFF3
ENST00000291526	chr21	-	43766465	43771237	43766641	43771066	4	43766465,43767594,43769989,43770987,	43766655,43767741,43770139,43771237,	TFF2
ENST00000463771	chr21	-	43766482	43771106	43771106	43771106	4	43766482,43767594,43769989,43770987,	43766655,43767741,43770102,43771106,	TFF2
ENST00000475297	chr21	-	43766530	43771103	43771103	43771103	5	43766530,43767594,43769989,43770375,43770987,	43766655,43767741,43770139,43770468,43771103,	TFF2
ENST00000291527	chr21	-	43782390	43786703	43782587	43786604	3	43782390,43783363,43786519,	43782604,43783516,43786703,	TFF1
ENST00000291532	chr21	-	43791998	43816955	43792870	43815526	13	43791998,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,43810035,43815432,43816050,	43792888,43795977,43796795,43800321,43802343,43803307,43804122,43805643,43808635,43809154,43810146,43815577,43816955,	TMPRSS3
ENST00000433957	chr21	-	43791998	43816168	43792870	43815526	13	43791998,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,43810035,43815432,43816050,	43792888,43795977,43796792,43800321,43802343,43803307,43804122,43805643,43808635,43809154,43810146,43815577,43816168,	TMPRSS3
ENST00000398405	chr21	-	43791998	43816052	43792870	43815526	12	43791998,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,43810035,43815432,	43792888,43795977,43796792,43800321,43802343,43803307,43804122,43805643,43808635,43809154,43810140,43816052,	TMPRSS3
ENST00000482761	chr21	-	43791998	43810527	43810527	43810527	11	43791998,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,43810035,	43792888,43795977,43796795,43800321,43802343,43803307,43804122,43805643,43808635,43809154,43810527,	TMPRSS3
ENST00000474596	chr21	-	43791998	43809227	43809227	43809227	10	43791998,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,	43792888,43795977,43796795,43800321,43802343,43803307,43804122,43805643,43808635,43809227,	TMPRSS3
ENST00000476848	chr21	-	43791998	43803860	43803860	43803860	5	43791998,43795824,43796649,43800225,43802173,	43792888,43795977,43796792,43800321,43803860,	TMPRSS3
ENST00000380399	chr21	-	43791999	43816955	43792870	43816251	13	43791999,43795824,43796649,43800225,43802173,43803141,43804078,43805517,43808511,43809037,43810035,43815432,43816050,	43792888,43795977,43796795,43800321,43802343,43803307,43804122,43805643,43808635,43809154,43810146,43815577,43816955,	TMPRSS3
ENST00000398397	chr21	-	43801984	43816200	43802090	43815526	9	43801984,43803141,43804078,43805517,43808511,43809037,43810035,43815432,43816050,	43802343,43803307,43804122,43805643,43808635,43809154,43810146,43815577,43816200,	TMPRSS3
ENST00000478680	chr21	-	43801986	43802862	43802862	43802862	2	43801986,43802803,	43802343,43802862,	TMPRSS3
ENST00000291535	chr21	+	43824007	43867353	43824054	43867304	14	43824007,43826416,43829530,43833132,43836550,43838509,43846805,43852211,43854941,43857597,43862561,43863421,43864643,43867166,	43824167,43826470,43829717,43833331,43836720,43838718,43846929,43852311,43855064,43857690,43862706,43863528,43864753,43867353,	UBASH3A
ENST00000450356	chr21	+	43824010	43830697	43824054	43830239	4	43824010,43826416,43829530,43830224,	43824167,43826470,43829717,43830697,	UBASH3A
ENST00000319294	chr21	+	43824023	43867791	43824054	43867304	15	43824023,43826416,43829530,43833132,43833518,43836550,43838509,43846805,43852211,43854941,43857597,43862561,43863421,43864643,43867166,	43824167,43826470,43829717,43833331,43833632,43836720,43838718,43846929,43852311,43855064,43857690,43862706,43863528,43864753,43867791,	UBASH3A
ENST00000473381	chr21	+	43824025	43867640	43867640	43867640	14	43824025,43826416,43829530,43833132,43836550,43838509,43846805,43852211,43854941,43857651,43862561,43863421,43864643,43867166,	43824167,43826470,43829717,43833331,43836720,43838718,43846929,43852311,43855619,43857706,43862706,43863528,43864753,43867640,	UBASH3A
ENST00000398367	chr21	+	43824025	43867353	43824054	43867230	12	43824025,43826416,43829530,43833132,43836550,43838509,43846805,43852211,43854941,43857597,43862561,43867166,	43824167,43826470,43829717,43833331,43836720,43838718,43846929,43852311,43855064,43857690,43862706,43867353,	UBASH3A
ENST00000516810	chr21	-	43837605	43837702	43837702	43837702	1	43837605,	43837702,	RNU6-1149P
ENST00000454800	chr21	+	43916117	43918313	43918313	43918313	2	43916117,43916932,	43916339,43918313,	SLC37A1
ENST00000419522	chr21	+	43916127	43938620	43938564	43938620	3	43916127,43922405,43938386,	43916339,43922527,43938620,	SLC37A1
ENST00000416179	chr21	+	43916648	43917553	43917553	43917553	3	43916648,43916932,43917342,	43916775,43917043,43917553,	AP001625.4
ENST00000398341	chr21	+	43919741	44001550	43938564	44000470	21	43919741,43922405,43938386,43945885,43954807,43955581,43959621,43962513,43963545,43967212,43974171,43979067,43982187,43983924,43984817,43985936,43987094,43988469,43994927,43999845,44000454,	43919853,43922527,43938620,43945967,43954940,43955660,43959757,43962590,43963712,43967250,43974252,43979199,43982278,43983987,43984903,43985985,43987168,43988548,43995025,43999910,44001550,	SLC37A1
ENST00000484887	chr21	+	43919816	43923084	43923084	43923084	3	43919816,43922405,43922798,	43919853,43922527,43923084,	SLC37A1
ENST00000429903	chr21	+	43928733	43929771	43929771	43929771	2	43928733,43929430,	43928779,43929771,	AP001625.5
ENST00000455116	chr21	+	43928743	43929768	43929768	43929768	2	43928743,43929354,	43928779,43929768,	AP001625.5
ENST00000471277	chr21	+	43934001	43946148	43946148	43946148	4	43934001,43934740,43938386,43945885,	43934034,43934827,43938620,43946148,	SLC37A1
ENST00000352133	chr21	+	43934023	44001550	43938564	44000470	20	43934023,43938386,43945885,43954807,43955581,43959621,43962513,43963545,43967212,43974171,43979067,43982187,43983924,43984817,43985936,43987094,43988469,43994927,43999845,44000454,	43934827,43938620,43945967,43954940,43955660,43959757,43962590,43963712,43967250,43974252,43979199,43982278,43983987,43984903,43985985,43987168,43988548,43995025,43999910,44001550,	SLC37A1
ENST00000398343	chr21	+	43934633	43938620	43938564	43938620	3	43934633,43934979,43938386,	43934827,43935045,43938620,	SLC37A1
ENST00000487951	chr21	+	43963626	43967827	43967827	43967827	2	43963626,43967212,	43963712,43967827,	SLC37A1
ENST00000442605	chr21	-	43980483	43982044	43982044	43982044	2	43980483,43981545,	43980559,43982044,	AP001625.6
ENST00000496416	chr21	+	43985936	43996057	43996057	43996057	5	43985936,43987094,43988469,43994927,43995876,	43985985,43987168,43988548,43995025,43996057,	SLC37A1
ENST00000419628	chr21	-	44019389	44035168	44035168	44035168	2	44019389,44034962,	44020958,44035168,	AP001626.1
ENST00000424890	chr21	-	44068380	44071354	44071354	44071354	2	44068380,44070673,	44070553,44071354,	AP001626.2
ENST00000472401	chr21	+	44073858	44119148	44119148	44119148	5	44073858,44106301,44108026,44117524,44119077,	44073993,44106372,44108104,44117600,44119148,	PDE9A
ENST00000486902	chr21	+	44073888	44121299	44121299	44121299	5	44073888,44106301,44108026,44119077,44120803,	44073993,44106372,44108104,44119121,44121299,	PDE9A
ENST00000437426	chr21	-	44153703	44161868	44161868	44161868	2	44153703,44161203,	44154792,44161868,	AP001627.1
ENST00000489319	chr21	+	44176884	44195619	44195619	44195619	10	44176884,44180437,44180934,44182192,44185490,44188297,44189136,44190812,44192548,44195389,	44179195,44180542,44181017,44182349,44185604,44188402,44189265,44190908,44192630,44195619,	PDE9A
ENST00000466472	chr21	+	44182323	44188522	44188522	44188522	3	44182323,44185490,44188297,	44182349,44185604,44188522,	PDE9A
ENST00000420273	chr21	-	44201183	44202343	44202343	44202343	2	44201183,44202260,	44201888,44202343,	AP001628.7
ENST00000431150	chr21	-	44251149	44256587	44256587	44256587	3	44251149,44255054,44256557,	44251315,44255143,44256587,	AP001628.6
ENST00000330317	chr21	-	44263203	44299641	44270158	44299605	12	44263203,44270150,44272364,44273678,44274671,44275791,44279771,44282391,44283549,44293660,44296811,44299516,	44263391,44270352,44272434,44273862,44274736,44275890,44279832,44282504,44283706,44293801,44296877,44299641,	WDR4
ENST00000476326	chr21	-	44269335	44299678	44299678	44299678	11	44269335,44272364,44273678,44274671,44275791,44279771,44282391,44283549,44293712,44296811,44299622,	44270352,44272434,44273862,44274736,44275890,44279832,44282504,44283706,44293801,44296877,44299678,	WDR4
ENST00000398208	chr21	-	44269335	44299665	44270158	44299605	11	44269335,44272364,44273678,44274671,44275791,44279771,44282391,44283549,44293660,44296811,44299516,	44270352,44272434,44273862,44274736,44275890,44279832,44282504,44283706,44293801,44296877,44299665,	WDR4
ENST00000492742	chr21	-	44269335	44299385	44299385	44299385	11	44269335,44272364,44273678,44274671,44275791,44279771,44282391,44283549,44293712,44296811,44299101,	44270352,44272434,44273862,44274736,44275890,44279832,44282504,44283706,44293801,44296877,44299385,	WDR4
ENST00000479429	chr21	-	44274671	44299625	44299625	44299625	8	44274671,44275791,44279771,44282391,44283549,44293712,44296811,44299516,	44274736,44275890,44279832,44282504,44283706,44293801,44296877,44299625,	WDR4
ENST00000463902	chr21	-	44275793	44299656	44299656	44299656	7	44275793,44279771,44282391,44283549,44293712,44296811,44299630,	44275890,44279832,44282504,44283706,44293801,44296877,44299656,	WDR4
ENST00000470658	chr21	-	44282391	44299620	44299620	44299620	5	44282391,44283549,44293660,44296811,44299196,	44282504,44283706,44293801,44296877,44299620,	WDR4
ENST00000354250	chr21	+	44313374	44329215	44313443	44329131	4	44313374,44317036,44323291,44328973,	44313491,44317157,44324386,44329215,	NDUFV3
ENST00000340344	chr21	+	44313377	44333414	44313443	44329131	3	44313377,44317036,44328973,	44313491,44317157,44333414,	NDUFV3
ENST00000460740	chr21	+	44313430	44324041	44324041	44324041	2	44313430,44323291,	44313491,44324041,	NDUFV3
ENST00000447535	chr21	-	44336912	44345756	44345756	44345756	2	44336912,44345455,	44339401,44345756,	ERVH48-1
ENST00000579137	chr21	-	44371037	44371124	44371124	44371124	1	44371037,	44371124,	MIR5692B
ENST00000428410	chr21	-	44384748	44385473	44385473	44385473	2	44384748,44385212,	44384924,44385473,	AP001630.5
ENST00000418336	chr21	+	44394644	44427822	44427822	44427822	3	44394644,44424435,44427600,	44394774,44424542,44427822,	PKNOX1
ENST00000456957	chr21	+	44423998	44427625	44427625	44427625	2	44423998,44427600,	44424542,44427625,	PKNOX1
ENST00000607049	chr21	+	44438240	44450272	44450272	44450272	4	44438240,44441412,44448724,44449999,	44438340,44441541,44448984,44450272,	PKNOX1
ENST00000557820	chr21	+	44440560	44450059	44450059	44450059	5	44440560,44441412,44444980,44448811,44449999,	44440658,44441541,44445057,44448984,44450059,	PKNOX1
ENST00000474336	chr21	+	44441260	44448891	44448891	44448891	3	44441260,44444980,44448811,	44441541,44445057,44448891,	PKNOX1
ENST00000607150	chr21	+	44444544	44448985	44448985	44448985	3	44444544,44444980,44448811,	44444844,44445057,44448985,	PKNOX1
ENST00000558955	chr21	+	44444926	44450324	44450324	44450324	3	44444926,44448811,44449999,	44445057,44448984,44450324,	PKNOX1
ENST00000352178	chr21	-	44473300	44496488	44473989	44492303	17	44473300,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44492094,44493375,44496334,	44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44492311,44493451,44496488,	CBS
ENST00000359624	chr21	-	44473300	44496472	44473989	44492303	18	44473300,44473971,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44492094,44493375,44496334,	44473757,44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44492311,44493451,44496472,	CBS
ENST00000398165	chr21	-	44473300	44496055	44473989	44492303	17	44473300,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44492094,44493375,44495879,	44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44492311,44493451,44496055,	CBS
ENST00000398158	chr21	-	44473300	44495941	44473989	44492303	17	44473300,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44492094,44493375,44495879,	44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44492311,44493413,44495941,	CBS
ENST00000461686	chr21	-	44473300	44488514	44488514	44488514	14	44473300,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44487887,	44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488514,	CBS
ENST00000398168	chr21	-	44473302	44495964	44473989	44492303	18	44473302,44476167,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44492094,44493375,44495879,	44474093,44476209,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44492311,44493451,44495964,	CBS
ENST00000544202	chr21	-	44473780	44490137	44473989	44488670	15	44473780,44476912,44478254,44478943,44479335,44480550,44482420,44483062,44484009,44485312,44485496,44485725,44486352,44488618,44490090,	44474093,44476997,44478363,44479078,44479413,44480656,44482505,44483188,44484101,44485382,44485631,44485805,44486487,44488725,44490137,	CBS
ENST00000451248	chr21	-	44473864	44479051	44473989	44479051	5	44473864,44476167,44476912,44478254,44478943,	44474093,44476209,44476997,44478363,44479051,	CBS
ENST00000462349	chr21	-	44473898	44479849	44479849	44479849	5	44473898,44476912,44478254,44478943,44479335,	44474093,44476997,44478363,44479078,44479849,	CBS
ENST00000491776	chr21	-	44475181	44480630	44480630	44480630	6	44475181,44476912,44478254,44478943,44479335,44480550,	44476209,44476997,44478363,44479078,44479413,44480630,	CBS
ENST00000458223	chr21	-	44475692	44479064	44475889	44479064	5	44475692,44476167,44476912,44478254,44478943,	44476011,44476209,44476997,44478363,44479064,	CBS
ENST00000430013	chr21	-	44475707	44480656	44475861	44480656	7	44475707,44476167,44476912,44478254,44478943,44479335,44480550,	44475980,44476209,44476997,44478363,44479078,44479413,44480656,	CBS
ENST00000496485	chr21	-	44479385	44484337	44484337	44484337	5	44479385,44480550,44482420,44483062,44484009,	44479413,44480656,44482505,44483188,44484337,	CBS
ENST00000486098	chr21	-	44482028	44483358	44483358	44483358	2	44482028,44483062,	44482505,44483358,	CBS
ENST00000441030	chr21	-	44485725	44497053	44485725	44492303	6	44485725,44486352,44488618,44492094,44493375,44496849,	44485805,44486487,44488725,44492311,44493451,44497053,	CBS
ENST00000470912	chr21	-	44486352	44496055	44496055	44496055	6	44486352,44487887,44488618,44492094,44493375,44495879,	44486487,44488070,44488725,44492311,44493451,44496055,	CBS
ENST00000465732	chr21	-	44488430	44495974	44495974	44495974	4	44488430,44492094,44493375,44495879,	44488725,44492311,44493451,44495974,	CBS
ENST00000488526	chr21	-	44488513	44493618	44493618	44493618	3	44488513,44492094,44493375,	44488725,44492311,44493618,	CBS
ENST00000478709	chr21	-	44495216	44496398	44496398	44496398	2	44495216,44496334,	44495879,44496398,	CBS
ENST00000291552	chr21	-	44513065	44527697	44513211	44527604	8	44513065,44514580,44514764,44515547,44515803,44520562,44524424,44527560,	44513359,44514673,44514898,44515646,44515853,44520629,44524512,44527697,	U2AF1
ENST00000380276	chr21	-	44513065	44527675	44513211	44527604	8	44513065,44514580,44514764,44515547,44515803,44521475,44524424,44527560,	44513359,44514673,44514898,44515646,44515853,44521542,44524512,44527675,	U2AF1
ENST00000475639	chr21	-	44513065	44527634	44527634	44527634	7	44513065,44514580,44514764,44515547,44515803,44520562,44527560,	44513359,44514673,44514898,44515646,44515853,44524512,44527634,	U2AF1
ENST00000464750	chr21	-	44513065	44527634	44520600	44527604	9	44513065,44514580,44514764,44515547,44515803,44520562,44521475,44524424,44527560,	44513359,44514673,44514898,44515646,44515853,44520629,44521542,44524512,44527634,	U2AF1
ENST00000459639	chr21	-	44513065	44525362	44513211	44515833	7	44513065,44514580,44514764,44515547,44515803,44520562,44524424,	44513359,44514673,44514898,44515646,44515853,44520629,44525362,	U2AF1
ENST00000478282	chr21	-	44513065	44516500	44516500	44516500	2	44513065,44514764,	44514673,44516500,	U2AF1
ENST00000471250	chr21	-	44513065	44516053	44516053	44516053	3	44513065,44514580,44514764,	44513359,44514673,44516053,	U2AF1
ENST00000398137	chr21	-	44513066	44527688	44513211	44515833	9	44513066,44514580,44514764,44515547,44515803,44520562,44521475,44524424,44527560,	44513359,44514673,44514898,44515646,44515853,44520629,44521542,44524512,44527688,	U2AF1
ENST00000486519	chr21	-	44513299	44527680	44527680	44527680	8	44513299,44514580,44514764,44515547,44515803,44520686,44524424,44527560,	44513359,44514673,44514898,44515646,44515853,44520724,44524512,44527680,	U2AF1
ENST00000463599	chr21	-	44515811	44524586	44524586	44524586	4	44515811,44520562,44521475,44524424,	44515853,44520629,44521542,44524586,	U2AF1
ENST00000496462	chr21	-	44517731	44527634	44527634	44527634	3	44517731,44524424,44527560,	44521542,44524512,44527634,	U2AF1
ENST00000468039	chr21	-	44520562	44522017	44522017	44522017	2	44520562,44521475,	44520629,44522017,	U2AF1
ENST00000450190	chr21	-	44535443	44535819	44535819	44535819	1	44535443,	44535819,	MRPL51P2
ENST00000580152	chr21	+	44547629	44547729	44547729	44547729	1	44547629,	44547729,	AP001631.1
ENST00000424933	chr21	-	44560632	44561202	44561202	44561202	2	44560632,44561071,	44560923,44561202,	AP001631.9
ENST00000433840	chr21	-	44579175	44582387	44579354	44581362	3	44579175,44581198,44582201,	44579877,44581362,44582387,	AP001631.10
ENST00000291554	chr21	+	44589117	44592915	44589209	44592390	3	44589117,44590626,44592180,	44589398,44590749,44592915,	CRYAA
ENST00000482775	chr21	+	44589196	44592915	44592915	44592915	4	44589196,44589642,44590626,44592180,	44589398,44589710,44590749,44592915,	CRYAA
ENST00000398133	chr21	+	44589710	44592404	44589834	44592390	3	44589710,44590626,44592180,	44589963,44590749,44592404,	CRYAA
ENST00000398132	chr21	+	44590265	44592629	44590441	44592390	3	44590265,44590626,44592180,	44590519,44590749,44592629,	CRYAA
ENST00000468016	chr21	+	44590336	44592748	44592748	44592748	2	44590336,44592180,	44590749,44592748,	CRYAA
ENST00000450205	chr21	-	44742296	44751919	44751919	44751919	3	44742296,44746038,44751735,	44742729,44746120,44751919,	LINC00322
ENST00000442815	chr21	-	44778026	44782229	44782229	44782229	2	44778026,44780771,	44779366,44782229,	AP001046.5
ENST00000435702	chr21	+	44783211	44786446	44786446	44786446	2	44783211,44785986,	44785567,44786446,	AP001046.6
ENST00000270162	chr21	-	44834394	44847008	44836621	44846058	14	44834394,44837422,44838139,44838900,44839232,44839738,44840113,44840889,44841122,44841517,44841853,44845286,44845902,44846889,	44836997,44837654,44838421,44839117,44839358,44839885,44840337,44841013,44841247,44841679,44841917,44845403,44846072,44847008,	SIK1
ENST00000478426	chr21	-	44840991	44841885	44841885	44841885	3	44840991,44841122,44841517,	44841013,44841247,44841885,	SIK1
ENST00000448049	chr21	+	44866480	44873773	44873773	44873773	4	44866480,44868646,44870618,44871052,	44866779,44868950,44870801,44873773,	LINC00319
ENST00000342757	chr21	+	44869903	44873773	44873773	44873773	3	44869903,44871052,44873000,	44870801,44872385,44873773,	LINC00319
ENST00000332440	chr21	-	44881973	44898103	44898103	44898103	4	44881973,44891391,44895851,44897943,	44882141,44891574,44895919,44898103,	LINC00313
ENST00000426942	chr21	-	44881973	44884853	44884853	44884853	2	44881973,44884752,	44882141,44884853,	LINC00313
ENST00000418516	chr21	-	44881991	44884797	44884797	44884797	3	44881991,44883219,44884752,	44882141,44883369,44884797,	LINC00313
ENST00000451543	chr21	-	44881991	44884797	44884797	44884797	4	44881991,44882337,44883219,44884752,	44882141,44882405,44883369,44884797,	LINC00313
